T_MeV,muB_MeV,P_over_T4,I_over_T4,s_over_T3,e_over_T4,nB_over_T3,CV_over_T3,cs2,phi_u,phi_d,phi_s,Phi,PhiBar,solve_residual,a1,a2,T0_MeV
246,0,2.41915895097,3.36363383534,13.0402696392,10.6211106882,0,50.2449371548,0.259534002382,-0.0555163605995,-0.0555163605995,-1.39808611589,0.885903554942,0.885903554942,3.75358496072e-16,-7.505272994,0.091848942829,175.695929622
248,0,2.44631858897,3.34475728967,13.1300316456,10.6837130566,0,50.4366369804,0.260327262713,-0.053345049509,-0.053345049509,-1.36905490264,0.888955673842,0.888955673842,3.29928036236e-15,-7.505272994,0.091848942829,175.695929622
250,0,2.47310897112,3.32600604716,13.2184419316,10.7453329605,0,50.622419095,0.261118337842,-0.0512681163335,-0.0512681163335,-1.33985979142,0.891949787442,0.891949787442,1.04739667222e-15,-7.505272994,0.091848942829,175.695929622
252,0,2.49953689932,3.30736005022,13.3055076475,10.8059707482,0,50.8024196127,0.261906967206,-0.0492794448906,-0.0492794448906,-1.31052583668,0.894887112365,0.894887112365,2.23227840528e-15,-7.505272994,0.091848942829,175.695929622
254,0,2.52560886366,3.2888012625,13.3912367171,10.8656278535,0,50.976786087,0.262692840115,-0.0473733990258,-0.0473733990258,-1.28107806984,0.897768840834,0.897768840834,9.49234995561e-16,-7.505272994,0.091848942829,175.695929622
256,0,2.55133106776,3.27031360888,13.4756378799,10.9243068122,0,51.1456762,0.263475603045,-0.0455447778006,-0.0455447778006,-1.25154138338,0.900596142837,0.900596142837,2.33156596013e-15,-7.505272994,0.091848942829,175.695929622
258,0,2.5767094527,3.25188290861,13.5587207194,10.9820112667,0,51.3092564003,0.264254866873,-0.0437887757257,-0.0437887757257,-1.2219404193,0.903370167966,0.903370167966,1.29972658732e-15,-7.505272994,0.091848942829,175.695929622
260,0,2.60174971952,3.23349680188,13.6404956799,11.0387459604,0,51.4677005068,0.265030214011,-0.0421009473741,-0.0421009473741,-1.19229946276,0.906092046955,0.906092046955,6.50094421453e-16,-7.505272994,0.091848942829,175.695929622
262,0,2.62645735017,3.21514467065,13.7209740713,11.0945167212,0,51.6211882997,0.265801205343,-0.0404771758087,-0.0404771758087,-1.16264234219,0.908762892937,0.908762892937,6.86670627704e-16,-7.505272994,0.091848942829,175.695929622
264,0,2.65083762715,3.19681755427,13.8001680629,11.1493304357,0,51.7699041177,0.266567386942,-0.0389136443398,-0.0389136443398,-1.13299233657,0.911383802448,0.911383802448,3.55335379275e-15,-7.505272994,0.091848942829,175.695929622
266,0,2.67489565171,3.17850806058,13.8780906674,11.2031950157,0,51.9140354818,0.267328296454,-0.0374068111934,-0.0374068111934,-1.10337209072,0.913955856186,0.913955856186,2.31380058866e-15,-7.505272994,0.091848942829,175.695929622
268,0,2.69863636064,3.16021027349,13.954755716,11.2561193554,0,52.0537717638,0.268083469135,-0.0359533867359,-0.0359533867359,-1.07380353906,0.916480119576,0.916480119576,1.60516186927e-15,-7.505272994,0.091848942829,175.695929622
270,0,2.72206454183,3.14191965764,14.030177825,11.3081132831,0,52.1893029172,0.268832443445,-0.0345503129425,-0.0345503129425,-1.0443078383,0.918957643137,0.918957643137,9.5667463636e-16,-7.505272994,0.091848942829,175.695929622
272,0,2.74518484848,3.12363296126,14.1043723552,11.3591875067,0,52.3208182837,0.26957476618,-0.0331947448453,-0.0331947448453,-1.01490530925,0.921389462692,0.921389462692,4.19003791938e-15,-7.505272994,0.091848942829,175.695929622
274,0,2.76800181211,3.10534811789,14.1773553663,11.4093535542,0,52.4485054881,0.270309997099,-0.03188403373,-0.03188403373,-0.985615387858,0.923776599444,0.923776599444,2.56187546178e-15,-7.505272994,0.091848942829,175.695929622
