T_MeV,phi_u,phi_d,phi_s,dphi_u_dT_MeV,dphi_d_dT_MeV,dphi_s_dT_MeV,residual
263.45,-0.0392773537566,-0.0392773537566,-1.1400628203,0.00077619380858,0.00077619380858,0.0148622652511,1.2766904817e-15
263.5,-0.0392385621329,-0.0392385621329,-1.13931971489,0.000775471320755,0.000775471320755,0.0148619499546,5.04394350152e-15
263.55,-0.0391998066063,-0.0391998066063,-1.13857662542,0.000774749925809,0.000774749925809,0.0148616275833,1.67651488536e-15
263.6,-0.0391610871221,-0.0391610871221,-1.13783355225,0.000774029621716,0.000774029621716,0.0148612981427,1.96261557335e-17
263.65,-0.039122403626,-0.039122403626,-1.13709049572,0.000773310406451,0.000773310406451,0.0148609616384,7.54951816187e-15
263.7,-0.0390837560634,-0.0390837560634,-1.1363474562,0.000772592277996,0.000772592277996,0.0148606180759,3.78418544848e-15
263.75,-0.0390451443801,-0.0390451443801,-1.13560443403,0.000771875234337,0.000771875234337,0.0148602674607,2.52194669303e-15
263.8,-0.0390065685219,-0.0390065685219,-1.13486142957,0.000771159273464,0.000771159273464,0.0148599097986,2.74654446174e-15
263.85,-0.0389680284347,-0.0389680284347,-1.13411844317,0.000770444393372,0.000770444393372,0.0148595450949,1.29949199665e-15
263.9,-0.0389295240646,-0.0389295240646,-1.13337547518,0.000769730592059,0.000769730592059,0.0148591733554,2.52232849812e-15
263.95,-0.0388910553576,-0.0388910553576,-1.13263252595,0.000769017867527,0.000769017867527,0.0148587945857,3.33211436319e-16
264,-0.0388526222599,-0.0388526222599,-1.13188959584,0.000768306217785,0.000768306217785,0.0148584087914,1.26120958417e-15
264.05,-0.0388142247179,-0.0388142247179,-1.13114668519,0.000767595640844,0.000767595640844,0.0148580159781,4.4679149358e-16
264.1,-0.038775862678,-0.038775862678,-1.13040379436,0.00076688613472,0.00076688613472,0.0148576161515,3.34365418774e-16
264.15,-0.0387375360866,-0.0387375360866,-1.12966092369,0.000766177697432,0.000766177697432,0.0148572093173,5.02931729022e-15
